2800866	Brussels	50.85045	4.34878	1019022	Brusel	Brussels-Capital Region	Belgia
3101321	Cieszyn	49.75133	18.63213	35586	Cieszyn	Śląskie	Polandia
3101547	Chrzanów	50.13546	19.40203	39973	Chrzanów	Małopolskie	Polandia
3101619	Chorzów	50.30582	18.9742	113430	Chorzów	Śląskie	Polandia
3101660	Chojnów	51.27373	15.93661	14209	Chojnów	Dolnośląskie	Polandia
3101672	Chojnice	53.69554	17.55701	39407	Chojnice	Pomorskie	Polandia
3101787	Chełmża	53.18463	18.60466	15403	Chełmża	Kujawsko-Pomorskie	Polandia
3101943	Bytów	54.17057	17.49187	16724	Bytów	Pomorskie	Polandia
3101950	Bytom	50.34802	18.93282	189186	Bytom	Śląskie	Polandia
3102014	Bydgoszcz	53.1235	18.00762	366452	Bydgoszcz	Kujawsko-Pomorskie	Polandia
3102390	Brzeziny	51.80023	19.75144	12289	Brzeziny	Łódzkie	Polandia
3102444	Brzeszcze	49.98203	19.15157	11787	Brzeszcze	Małopolskie	Polandia
3102447	Brześć Kujawski	52.60532	18.90173	4522	Brześć Kujawski	Kujawsko-Pomorskie	Polandia
3102488	Brusy	53.88446	17.71786	4728	Brusy	Pomorskie	Polandia
3102627	Brodnica	53.25967	19.39653	27341	Brodnica	Kujawsko-Pomorskie	Polandia
3102677	Braniewo	54.37971	19.81959	18356	Braniewo		Polandia
3102987	Bolesławiec	51.26418	15.5697	40682	Bolesławiec	Dolnośląskie	Polandia
3103096	Bogatynia	50.90747	14.95634	18688	Bogatynia	Dolnośląskie	Polandia
3103402	Bielsko-Biala	49.82245	19.04686	176515	Bielsko-Biała	Śląskie	Polandia
3103556	Białogard	54.00696	15.98751	24265	Białogard		Polandia
3103644	Biała	50.38587	17.66035	2605	Biała Prudnicka	Opolskie	Polandia
3103709	Bełchatów	51.36883	19.35671	62896	Bełchatów	Łódzkie	Polandia
3103719	Będzin	50.32607	19.12565	58236	Będzin	Śląskie	Polandia
3103847	Bardo	50.50589	16.73986	2763	Bardo Śląskie	Dolnośląskie	Polandia
3103856	Barcin	52.86607	17.94625	7682	Barcin	Kujawsko-Pomorskie	Polandia
3104002	Babimost	52.16488	15.82769	4182	Babimost+http://de.wikipedia.org/wiki/Babimost	Lubuskie	Polandia
3104127	Alwernia	50.06056	19.53953	3362	Alwernia	Małopolskie	Polandia
3104132	Aleksandrów Łódzki	51.81965	19.30384	20292	Aleksandrów Łódzki	Łódzkie	Polandia
3104133	Aleksandrów Kujawski	52.87659	18.69345	12290	Aleksandrów Kujawski	Kujawsko-Pomorskie	Polandia
7303419	East Jerusalem	31.78336	35.23388	428304	Yerusalem Wétan		
202061	Kigali	-1.94995	30.05885	745261	Kigali		Rwanda
109223	Medina	24.46861	39.61417	1300000	Madinah		
702550	Lviv	49.83826	24.02324	717803	Lviv	Lviv	http://en.wikipedia.org/wiki/Ukraine
4544349	Oklahoma City	35.46756	-97.51643	631346	Kutha Oklahoma	OK+Oklahoma	U.S.+USA+U.S.A.
4696233	Harlingen	26.19063	-97.6961	65774	Harlingen	TX+Texas	U.S.+USA+U.S.A.
5392171	San Jose	37.33939	-121.89496	1026908	San José	CA+Calif+California	U.S.+USA+U.S.A.
786714	Pristina	42.67272	21.16688	550000	Priština		
